46
1.000000	0.200000
1.200000	0.214286
1.400000	0.225806
1.600000	0.235294
1.800000	0.243243
2.000000	0.250000
2.200000	0.255814
2.400000	0.260870
2.600000	0.265306
2.800000	0.269231
3.000000	0.272727
3.200000	0.275862
3.400000	0.278689
3.600000	0.281250
3.800000	0.283582
4.000000	0.285714
4.200000	0.287671
4.400000	0.289474
4.600000	0.291139
4.800000	0.292683
5.000000	0.294118
5.200000	0.295455
5.400000	0.296703
5.600000	0.297872
5.800000	0.298969
6.000000	0.300000
6.200000	0.300971
6.400000	0.301887
6.600000	0.302752
6.800000	0.303571
7.000000	0.304348
7.200000	0.305085
7.400000	0.305785
7.600000	0.306452
7.800000	0.307087
8.000000	0.307692
8.200000	0.308271
8.400000	0.308824
8.600000	0.309353
8.800000	0.309859
9.000000	0.310345
9.200000	0.310811
9.400000	0.311258
9.600000	0.311688
9.800000	0.312102
10.000000	0.312500
